entity_name,address,floor,borough,state,zip,aed_num_person_trained,aed_num_aeds,latitude,longitude,community_district,council_district,census_tract_2010,nta_code,bbl,bin,location_point
US Department of Labor-Boston/New York Region - OFCCP / WHD - 26 Federal Plaza,26 FEDERAL PLAZA,-,Manhattan,New York,10278,1,1,40.71600786,-74.00474364,101,1,3100,MN24,1001560050,1001674,POINT (-74.00474364 40.71600786)
Humanities Preparatory Academy,351 West 18 Street,Outside Room 332,Manhattan,New York,10011,1,1,40.74285998,-74.0021364,104,3,8900,MN13,1007420007,1013096,POINT (-74.0021364 40.74285998)
Rose Terra Associates,151 EAST 58 STREET,29th floor / gym,Manhattan,New York,10022,16,1,40.76138819,-73.96812911,106,4,11203,MN19,1013137501,1086160,POINT (-73.96812911 40.76138819)
Frank Sinatra School of the Arts High School,35-12 35 Avenue,Main Entrance,Queens,New York,11106,5,1,40.75652643,-73.92512027,401,26,5700,QN70,4006390016,4009594,POINT (-73.92512027 40.75652643)
P.S. 189 Manhattan,2580 Amsterdam Avenue,Outside Room 451,Manhattan,New York,10040,11,1,40.85262438,-73.92760345,112,10,27700,MN35,1021590051,1076750,POINT (-73.92760345 40.85262438)
Federal Emergency Management Agency,26 FEDERAL PLAZA,N/A,Manhattan,New York,10278,8,1,40.71600786,-74.00474364,101,1,3100,MN24,1001560050,1001674,POINT (-74.00474364 40.71600786)
Adaptive Phys Ed - QPN,28-11 QUEENS PLAZA NORTH,Adaptive PE Tong,Queens,New York,11101,NA,1,40.75007306,-73.93820722,401,26,3300,QN68,4004170002,4005022,POINT (-73.93820722 40.75007306)
T-Mobile USA,32 6 AVENUE,26th,Manhattan,New York,10013,10,2,40.72007284,-74.00518405,101,1,3300,MN24,1001920001,1002192,POINT (-74.00518405 40.72007284)
Academy of Medical Technology: A College Board School,8-21 Bay 25 Street,Outside Room 230,Queens,New York,11691,10,1,40.60200214,-73.76279588,414,31,100802,QN15,4157360001,4300730,POINT (-73.76279588 40.60200214)
P.S. 022 Thomas Jefferson,153-33 Sanford Avenue,outside rm 317,Queens,New York,11355,15,1,40.76124106,-73.81180718,407,20,116700,QN51,4053280001,4438184,POINT (-73.81180718 40.76124106)
Eleven Times Square,11 Times Square,27th Floor Business Center Room 2706 (SN: B08i-02214),Manhattan,New York,10036,44,17,40.75689078,-73.9900232,105,3,11300,MN17,1010137501,1087978,POINT (-73.9900232 40.75689078)
Morgan Stanley - ISG - New York Metro - Floor: 16,1 NEW YORK PLAZA,-,Manhattan,New York,10004,5,1,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
"Marsh & McLennan - Marsh USA - New York, NY",1166 AVENUE OF THE AMERICAS,Floor 36,Manhattan,New York,10036,54,23,40.75699693,-73.98252614,105,4,9600,MN17,1012617501,1071414,POINT (-73.98252614 40.75699693)
Macy's - Macy's #003: Herald Square,151 WEST 34 STREET,-,Manhattan,New York,10001,64,17,40.75050916,-73.98947917,105,3,10900,MN17,1008100001,1015219,POINT (-73.98947917 40.75050916)
Macy's Inc. - LIC Photo & Content Studio,30-30 47 AVENUE,3rd Floor,Queens,New York,11101,20,1,40.74316085,-73.93656804,402,26,19900,QN31,4002820001,4003540,POINT (-73.93656804 40.74316085)
District 27 Pre-K Center at 100-02 Rockaway Blvd (Q468),100-02 Rockaway Blvd,Main Entrance,Queens,New York,11417,4,1,40.67993069,-73.83939873,410,28,86400,QN55,4095390001,4202778,POINT (-73.83939873 40.67993069)
Academy for New Americans,30-15 29 Street,4th Floor by Elevator,Queens,New York,11102,8,1,40.76729837,-73.92324529,401,22,7300,QN71,4005920015,4007619,POINT (-73.92324529 40.76729837)
Department of Citywide Administrative Services,120 SCHERMERHORN STREET,1ST FLOOR,Brooklyn,New York,11201,2,1,40.69006659,-73.98892261,302,33,4300,BK38,3001690017,3000534,POINT (-73.98892261 40.69006659)
P.S. 77 Lower Lab School,1700 Third Avenue,Front Entrance by School Safety,Manhattan,New York,10128,7,1,40.78481902,-73.94961111,108,5,15801,MN40,1015240023,1048492,POINT (-73.94961111 40.78481902)
P.S. 165 Edith K. Bergtraum,70-35 150 Street,Room 227,Queens,New York,11367,12,1,40.72973358,-73.81844517,408,24,77906,QN37,4066970012,4144881,POINT (-73.81844517 40.72973358)
Fisher Brothers,633 THIRD AVENUE,Lobby/Security Break Room,Manhattan,New York,10017,8,1,40.74990309,-73.97506063,106,4,8800,MN19,1013147502,1037174,POINT (-73.97506063 40.74990309)
General Motors,1345 AVENUE OF THE AMERICAS,20th floor (north side of floor),Manhattan,New York,10019,1,2,40.76259829,-73.97845996,105,6,13700,MN17,1010070029,1083719,POINT (-73.97845996 40.76259829)
St. Francis Prep High School,61-00 FRANCIS LEWIS BOULEVARD,Nurse's Office,Queens,New York,11365,190,1,40.74266493,-73.77543997,408,23,134700,QN41,4071280002,4438312,POINT (-73.77543997 40.74266493)
Community Health Academy of the Heights,504 West 158 Street,Main Entrance,Manhattan,New York,10032,15,1,40.83368018,-73.94207185,112,10,24100,MN36,1021160031,1089242,POINT (-73.94207185 40.83368018)
Special Music School,129 West 67 Street,In front of Rm 602 by the office on the 6th Floor,Manhattan,New York,10023,5,1,40.77491199,-73.98274527,107,6,15300,MN14,1011390008,1081024,POINT (-73.98274527 40.77491199)
P.S. 221 Toussaint L'Ouverture,791 Empire Boulevard,mini building,Brooklyn,New York,11213,11,1,40.66369394,-73.93604916,309,41,35500,BK63,3014230014,3038372,POINT (-73.93604916 40.66369394)
Gregorio Luperon High School for Science and Mathe,501 West 165th Street,3rd Fl BY ELEVATOR,Manhattan,New York,10032,11,1,40.83815232,-73.93863828,112,10,25100,MN36,1021230045,1085733,POINT (-73.93863828 40.83815232)
M.S. 394 Brooklyn,188 ROCHESTER AVENUE,Main Entrance,Brooklyn,New York,11213,9,1,40.67275515,-73.92797249,308,36,34700,BK61,3013670022,3036289,POINT (-73.92797249 40.67275515)
"Amalgamated Warbasse Houses, Inc.",2800 West 5th Street,Lobby - Bldg 3,Brooklyn,New York,11224,14,1,40.580189,-73.971722,313,47,354,BK1302,3072500001,3257105,POINT (-73.971722 40.580189)
Hearst Corporation,300 West 57th Street,Floor 42,Manhattan,New York,10019,80,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
P370K - The Jim Thorpe School,3000 West First Street,outside room 305a,Brooklyn,New York,11224,7,1,40.57751327,-73.96951673,313,48,35602,BK23,3072740107,3196587,POINT (-73.96951673 40.57751327)
Morgan Stanley - ISG - New York Metro - 522 5th Avenue - Floor: 04,522 FIFTH AVENUE,Floor: 04,Manhattan,New York,10036,4,1,40.75450705,-73.98014457,105,4,9600,MN17,1012597502,1034212,POINT (-73.98014457 40.75450705)
P.S./I.S. 116 William C. Hughley,107-25 Wren Place,Outside Room 407,Queens,New York,11433,8,1,40.700598,-73.78230113,412,27,41400,QN01,4102500001,4218416,POINT (-73.78230113 40.700598)
I.S. 145 Joseph Pulitzer,33-34 80 Street,outside cafeteria,Queens,New York,11372,14,1,40.7546536,-73.88711146,403,25,28500,QN28,4012520001,4442764,POINT (-73.88711146 40.7546536)
"Walt Disney/ABC, Inc.",30 WEST 66 STREET,Stair Y-11th Floor,Manhattan,New York,10023,180,1,40.77282549,-73.97973833,107,6,14900,MN14,1011187502,1028167,POINT (-73.97973833 40.77282549)
P.S. 287 Bailey K. Ashford,50 Navy Street,OUTSIDE ROOM 150,Brooklyn,New York,11201,4,1,40.69789357,-73.98054016,302,35,2300,BK38,3001110001,3000203,POINT (-73.98054016 40.69789357)
It Takes a Village Academy,5800 Tilden Avenue,Main Entrance,Brooklyn,New York,11203,5,1,40.64864945,-73.92217147,317,45,93600,BK96,3047420001,3104598,POINT (-73.92217147 40.64864945)
Poly Prep COS,9216 SEVENTH AVENUE,Field Fence,Brooklyn,New York,11228,40,1,40.61231054,-74.02373162,310,50,15200,BK30,3061430001,3336349,POINT (-74.02373162 40.61231054)
P.S./ I.S. 155 Nicholas Herkimer,1355 Herkimer Street,outside room 406A,Brooklyn,New York,11233,9,1,40.67740757,-73.90873352,316,37,36900,BK79,3015520043,3042263,POINT (-73.90873352 40.67740757)
P.S. 212 Lady Deborah Moody,87 Bay 49 Street,LOBBY MAIN ENTRANCE,Brooklyn,New York,11214,10,1,40.58760906,-73.98594777,313,47,31400,BK26,3069170001,3187407,POINT (-73.98594777 40.58760906)
P.S. 166 Henry Gradstein,33-09 35 Avenue,Main Entrance,Queens,New York,11106,12,1,40.7573015,-73.92673287,401,26,5700,QN70,4006100001,4008220,POINT (-73.92673287 40.7573015)
Macy's - LIC Photo & Content Studio,30-30 47 AVENUE,-,Queens,New York,11101,26,1,40.74316085,-73.93656804,402,26,19900,QN31,4002820001,4003540,POINT (-73.93656804 40.74316085)
Con Edison - Energy Control Center (ECC),128 WEST END AVENUE,-,Manhattan,New York,10023-6339,7,2,40.77568388,-73.9874677,107,6,15100,MN14,1011570001,1030342,POINT (-73.9874677 40.77568388)
The Bronx Mathematics Preparatory School,456 White Plains Road,main entrance,Bronx,New York,10473,8,1,40.81482572,-73.85657914,209,18,400,BX09,2034780018,2020580,POINT (-73.85657914 40.81482572)
P.S. 206 The Horace Harding School,61-21 97th Place,outside stairwell A,Queens,New York,11374,7,1,40.73424297,-73.86154511,406,24,71702,QN18,4020830123,4050414,POINT (-73.86154511 40.73424297)
P.S. 195 William Haberle,253-50 149 Avenue,Main Entrance,Queens,New York,11422,13,1,40.6529976,-73.73639533,413,31,66400,QN05,4136550001,4290116,POINT (-73.73639533 40.6529976)
AMC Theatre,570 SECOND AVENUE,N/A,Manhattan,New York,10016,1,3,40.74305532,-73.97704443,106,4,7000,MN20,1009360001,1087237,POINT (-73.97704443 40.74305532)
Blueprint Middle School (Pugsley Prep Academy),1111 Pugsley Avenue,main entrance,Bronx,New York,10472,18,1,40.82922485,-73.85673228,209,18,4001,BX55,2037900040,2025717,POINT (-73.85673228 40.82922485)
NYS Dept of State,123 WILLIAM STREET,Floor 2 / Floor 20,Manhattan,New York,10038,11,2,40.70910465,-74.00689289,101,1,1502,MN25,1000780004,1079063,POINT (-74.00689289 40.70910465)
P.S. 094 The Henry Longfellow,5010 Sixth Avenue,Main Floor Outside Office,Brooklyn,New York,11220,12,1,40.64365264,-74.00825179,307,38,9800,BK34,3007920026,3332126,POINT (-74.00825179 40.64365264)
Amistad Dual Language School,4862 Broadway,Main Entrance,Manhattan,New York,10034,15,1,40.86669974,-73.92394722,112,10,29100,MN01,1022340007,1064900,POINT (-73.92394722 40.86669974)
Democracy Prep Harlem Charter - High School,212 West 120th Street,4th Floor  Room 410,Manhattan,New York,10027,11,1,40.80600644,-73.9512169,110,9,22000,MN11,1019250019,1058447,POINT (-73.9512169 40.80600644)
WHIN Music Community Charter School [517],517 West 164th Street,3rdfloor,Manhattan,New York,10032,10,1,40.8375215,-73.93952428,112,10,24301,MN36,1021210020,1081859,POINT (-73.93952428 40.8375215)
CarVal Investors New York - AA023079,461 5 AVENUE,-,Manhattan,New York,10017,1,1,40.75227857,-73.98174777,105,4,8200,MN20,1012750001,1071438,POINT (-73.98174777 40.75227857)
Manhattan West LLC,25 EAST 78 STREET,3rd floor / purple supply kiosk,Manhattan,New York,10075,42,1,40.77583508,-73.96308541,108,4,14200,MN40,1013930014,1041863,POINT (-73.96308541 40.77583508)
Morgan Stanley - ISG - New York Metro - 522 5th Avenue - Floor: 14,522 5 AVENUE,Floor 14,Manhattan,New York,10036,2,1,40.75450705,-73.98014457,105,4,9600,MN17,1012597502,1034212,POINT (-73.98014457 40.75450705)
New York State Liquor Authority,317 LENOX AVENUE,4th Floor Pantry/Kitchen,Manhattan,New York,10027,8,2,40.80828458,-73.94512119,110,9,22200,MN11,1019107501,1085673,POINT (-73.94512119 40.80828458)
The Richmond Pre-K Center at 2530 Victory Boulevard,2530 Victory Boulevard,Main Entrance,Staten Island,New York,10314,2,1,40.60994752,-74.14791677,501,50,18901,SI07,5020990024,5035399,POINT (-74.14791677 40.60994752)
Canaan Senior Center,10 Lenox Avenue,Director''s Office,Manhattan,New York,10026,1,1,40.79863718,-73.95213973,110,9,18600,MN11,1015947501,1090322,POINT (-73.95213973 40.79863718)
Hearst Corporation,300 West 57th Street,"14th Floor, Gym",Manhattan,New York,10019,39,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
John Dewey High School,50 Avenue X,Room 111,Brooklyn,New York,11223,15,1,40.58926083,-73.98173849,313,47,30800,BK26,3071850020,3194998,POINT (-73.98173849 40.58926083)
P.S. 048 Joseph R. Drake,1290 Spofford Avenue,main entrance,Bronx,New York,10474,7,1,40.81441773,-73.88695189,202,17,9300,BX27,2027660001,2006680,POINT (-73.88695189 40.81441773)
"Soulcycle, Inc",350 AMSTERDAM AVENUE,Ground,Manhattan,New York,10023,12,1,40.78165256,-73.9794251,107,6,16300,MN12,1011687501,1087660,POINT (-73.9794251 40.78165256)
Harlem Village Academy West Middle School,244 West 144 Street,main entrance next to school security,Manhattan,New York,10030,0,1,40.82141871,-73.94067347,110,9,23200,MN03,1020290011,1060432,POINT (-73.94067347 40.82141871)
"NYSE Market (DE) - New York, NY (12 Broad Street)",12 BROAD STREET,-,Manhattan,New York,10005,1,1,40.70674109,-74.01091425,101,1,700,MN25,1000230019,1078981,POINT (-74.01091425 40.70674109)
Haug Partners LLP,745 FIFTH AVENUE,10th Floor Mailroom,Manhattan,New York,10151,15,1,40.76331917,-73.97369465,105,4,11202,MN17,1012930069,1036079,POINT (-73.97369465 40.76331917)
Jacob K. Javits Convention Center,655 WEST 34 STREET,1E Hall,Manhattan,New York,10001,75,1,40.75655629,-74.00380806,104,3,9900,MN13,1006800001,1067973,POINT (-74.00380806 40.75655629)
CIT,505 FIFTH AVENUE,3 -14 floors break room,Manhattan,New York,10017,50,11,40.75365627,-73.98074398,105,4,9400,MN17,1012770002,1035344,POINT (-73.98074398 40.75365627)
Imagine Me Leadership Charter School,818 Schenck Ave,Main Entrance,Brooklyn,New York,11207,0,1,40.66036143,-73.88335736,305,42,110400,BK82,3043540026,3097693,POINT (-73.88335736 40.66036143)
JPMorgan Chase - 410 Madison,410 MADISON AVENUE,-,Manhattan,New York,10017,5,2,40.75669941,-73.97644414,105,4,9400,MN17,1012840014,1035437,POINT (-73.97644414 40.75669941)
Jack and Pearl Resnick Campus,1300 Morris Park Ave,Rousso,Bronx,New York,10461,2,0,40.85117554,-73.84482139,211,13,28600,BX37,2041170001,2097363,POINT (-73.84482139 40.85117554)
P.S. 059 William Floyd,211 Throop Avenue,outside room 128,Brooklyn,New York,11206,14,1,40.69672582,-73.94365185,303,36,28502,BK35,3017490001,3048546,POINT (-73.94365185 40.69672582)
Sports Therapy and Rehab,160 EAST 56 STREET,4th floor,Manhattan,New York,10022,14,1,40.75996664,-73.96898891,106,4,10000,MN19,1013100041,1036525,POINT (-73.96898891 40.75996664)
DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,2 LAFAYETTE STREET,21ST FLOOR,Manhattan,New York,10007,8,1,40.71371602,-74.00358556,101,1,3100,MN24,1001550001,1001672,POINT (-74.00358556 40.71371602)
Fiorello H. LaGuardia High School of Music & Art and Performing Arts,100 Amsterdam Avenue,Near Room G30,Manhattan,New York,10023,19,1,40.77362231,-73.98527293,107,6,15100,MN14,1011560030,1030341,POINT (-73.98527293 40.77362231)
"Interpublic Group of Companies, Inc",909 THIRD AVENUE,23,Manhattan,New York,10022,37,1,40.75873689,-73.96861769,106,4,10800,MN19,1013280001,1038570,POINT (-73.96861769 40.75873689)
P.S. 152 Evergreen,1007 Evergreen Avenue,3rd fl outside 316,Bronx,New York,10472,11,1,40.82401732,-73.88003067,209,17,5200,BX55,2037110001,2023336,POINT (-73.88003067 40.82401732)
P.S. 192 - The Magnet School for Math and Science Inquiry,4715 18 Avenue,4th flr. outside 402,Brooklyn,New York,11204,5,1,40.62929598,-73.97999463,312,44,47600,BK88,3054450001,3128909,POINT (-73.97999463 40.62929598)
P.S. 100 Glen Morris,111-11 118 Street,Main Entrance,Queens,New York,11420,12,1,40.67997648,-73.82207838,410,28,10200,QN55,4116230001,4250416,POINT (-73.82207838 40.67997648)
Brooklyn Frontiers High School,112 Schermerhorn Street,main entrance,Brooklyn,New York,11201,8,1,40.69013797,-73.98913175,302,33,4300,BK38,3001690009,3000533,POINT (-73.98913175 40.69013797)
Equinox,250 EAST 54 STREET,NA,Manhattan,New York,10022,8,2,40.75782815,-73.96779152,106,4,9800,MN19,1013277502,1038562,POINT (-73.96779152 40.75782815)
P.S./M.S. 194,2365 Waterbury Avenue,Main Entrance,Bronx,New York,10462,14,1,40.8347754,-73.84663055,210,18,9600,BX59,2038340070,2103494,POINT (-73.84663055 40.8347754)
Equinox,2166 NOSTRAND AVENUE,N/A,Brooklyn,New York,11210,1,1,40.63215954,-73.9476228,314,45,77400,BK42,3075570124,3205891,POINT (-73.9476228 40.63215954)
P.S. 182 Samantha Smith,153-27 88th Avenue,Main Entrance,Queens,New York,11432,0,1,40.70642219,-73.803443239999993,412,27,23600,QN35,4097630023,4594831,POINT (-73.80344324 40.70642219)
Hearst Corporation,300 West 57th Street,3rd Floor,Manhattan,New York,10019,39,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
Macy's Inc. - Backstage - Fordham Place #007,404 EAST FORDHAM ROAD,-,Bronx,New York,10458,7,1,40.86162317,-73.89126388,206,15,38302,BX40,2030337501,2116415,POINT (-73.89126388 40.86162317)
"Zweig-DiMenna Associates, LLC",900 THIRD AVENUE,31st Floor,Manhattan,New York,10022,4,1,40.75858322,-73.96875854,106,4,10000,MN19,1013090032,1081162,POINT (-73.96875854 40.75858322)
OGDEN CAP PROPERTIES,545 MADISON AVENUE,5TH FLOOR,Manhattan,New York,10022,9,1,40.76079111,-73.97310365,105,4,10200,MN17,1012900052,1035758,POINT (-73.97310365 40.76079111)
